step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
86,71340,172,0.10015693449457332,0.0,0.979002624671916
87,72142,174,0.03986530779491822,0.0,0.9906166219839142
88,72976,176,0.11077957466956101,0.0,0.9712793733681462
89,73810,178,0.09556991116232177,0.0,0.9778357235984355
90,74612,180,0.04228238240086452,0.0,0.986468200270636
91,75430,182,0.09533044050246464,0.0,0.974934036939314
92,76232,184,0.09390299476752219,0.0,0.9783783783783784
93,77050,186,0.09986278794365654,0.0,0.9732977303070761
94,77948,188,0.10006226516074877,0.0,0.9699248120300752
95,78750,190,0.03864221971447429,0.0,0.9905660377358491
96,79552,192,0.05491540544329331,0.5,0.9891891891891892
97,80386,194,0.025294254970304422,0.0,0.9933949801849405
98,81204,196,0.10752990978065718,0.0,0.9694960212201591
99,82038,198,0.05115483294197575,0.0,0.9854304635761589
100,82872,200,0.08447020446986439,0.0,0.9749009247027741
101,83658,202,0.037901267824421755,0.0,0.9863760217983651
102,84492,204,0.0902713802643028,0.0,0.9777486910994765
103,85310,206,0.09192494614696603,0.0,0.974934036939314
104,86128,208,0.0644255089211534,0.0,0.9813581890812251
105,86930,210,0.049569093683589624,0.0,0.9837618403247632
106,87748,212,0.21399368636369226,0.0,0.9612817089452603
107,88582,214,0.10233243635027016,0.0,0.973753280839895
108,89416,216,0.09538555231384217,0.0,0.9704301075268817
109,90250,218,0.07998070684286188,0.0,0.9753566796368353
110,91052,220,0.020875948164377715,0.0,0.9946091644204852
111,91854,222,0.03863153538574633,0.0,0.9877883310719131
112,92672,224,0.1073932094310484,0.0,0.9721854304635762
113,93490,226,0.04907389111984229,0.5,0.9867197875166003
114,94324,228,0.05443034418945154,0.0,0.9816993464052287
115,95158,230,0.11939456395063947,0.0,0.9648894668400521
116,95992,232,0.06776611084565093,0.0,0.9829172141918529
117,96826,234,0.06543435054588806,0.0,0.9829396325459318
118,97692,236,0.0749163315878287,0.0,0.9728682170542635
119,98526,238,0.0518990577211021,0.0,0.9855832241153342
120,99344,240,0.05456326410058446,0.0,0.982620320855615
121,100162,242,0.030483200103606257,0.0,0.988
122,100996,244,0.03248326398925574,0.0,0.990990990990991
123,101782,246,0.41004320326941085,0.0,0.8885298869143781
124,102648,248,0.13131932106603963,0.0,0.9681122448979592
125,103482,250,0.11448538935616402,0.0,0.9724770642201835
126,104300,252,0.10294901189573862,0.0,0.976
127,105118,254,0.07342117833245847,0.0,0.9747340425531915
128,105920,256,0.03260489273425005,0.0,0.9905149051490515
129,106754,258,0.12768234838621614,0.0,0.9715394566623544
130,107604,260,0.061051497405064346,0.0,0.985545335085414
131,108454,262,0.05207803675144118,0.0,0.9820051413881749
132,109272,264,0.0755329907665549,0.0,0.9798387096774194
133,110090,266,0.12588605221862778,0.0,0.9692101740294511
134,110956,268,0.05892918964308455,0.0,0.9810126582278481
135,111774,270,0.15131916717648738,0.0,0.9654255319148937
136,112608,272,0.06079592684298839,0.0,0.9842312746386334
137,113410,274,0.12137267209362428,0.0,0.9727891156462585
138,114244,276,0.05104265053530887,0.0,0.9831606217616581
139,115094,278,0.12348158177623872,0.0,0.9702072538860104
140,115896,280,0.09556214505304272,0.0,0.9718120805369127
141,116730,282,0.03859253596670316,0.0,0.9840848806366048
142,117548,284,0.09174990254444679,0.0,0.9741496598639455
143,118350,286,0.03407946038881566,0.0,0.9890859481582538
144,119200,288,0.04455677690376236,0.0,0.9882198952879581
145,120034,290,0.14854626235727822,0.0,0.9671484888304862
146,120852,292,0.07990590718393968,0.0,0.9773936170212766
147,121670,294,0.056306384349078954,0.0,0.9892904953145917
148,122520,296,0.07997700989441081,0.0,0.9750982961992136
149,123322,298,0.046569282689341934,0.0,0.9850746268656716
150,124140,300,0.10402696540059418,0.0,0.9770580296896086
151,124926,302,0.06229268961896744,0.0,0.9809264305177112
152,125776,304,0.054044277572066514,0.0,0.9794608472400513
153,126594,306,0.07211941700480427,0.0,0.9799732977303071
154,127428,308,0.05222766499673543,0.0,0.9814569536423841
155,128294,310,0.0985098814950988,0.0,0.9728331177231565
156,129112,312,0.04845233890310113,0.0,0.9839357429718876
157,129962,314,0.09048948540325363,0.0,0.9763157894736842
158,130780,316,0.07189500882343564,0.0,0.973404255319149
159,131598,318,0.1745725132697506,0.0,0.9572192513368984
160,132432,320,0.08307619041355906,0.0,0.9712041884816754
161,133234,322,0.03857307127939033,0.0,0.9878706199460916
162,134068,324,0.09252920088290227,0.0,0.9866844207723036
163,134854,326,0.039205720115932444,0.5,0.9890859481582538
164,135672,328,0.0941835362008616,0.0,0.9743935309973046
165,136506,330,0.06288329558856105,0.5,0.9788639365918098
166,137372,332,0.0833736250543608,0.0,0.9772727272727273
167,138174,334,0.16499498667897078,0.0,0.9538670284938942
168,138976,336,0.052744041539684074,0.0,0.9850543478260869
169,139762,338,0.055957975451232614,0.0,0.9848275862068966
170,140596,340,0.07174776046264361,0.0,0.9763779527559056
171,141414,342,0.04467933723769738,0.0,0.9827127659574468
172,142232,344,0.08749962570078673,0.0,0.9777486910994765
173,143066,346,0.06853581183042115,0.0,0.9776315789473684
174,143884,348,0.027863947348827474,0.0,0.9946879150066401
175,144734,350,0.15295441395928266,0.0,0.9591836734693877
176,145536,352,0.08804402454760661,0.0,0.9769959404600812
177,146370,354,0.10019772929575019,0.0,0.9715025906735751
178,147188,356,0.060298270667416914,0.0,0.9839786381842457
179,148006,358,0.05357930716242423,0.0,0.976
180,148808,360,0.24775424062267196,0.0,0.9107883817427386
181,149658,362,0.07037055710011418,0.0,0.9803407601572739
182,150460,364,0.016461834552010172,0.0,0.9959349593495935
183,151262,366,0.07245950971922872,0.0,0.9838492597577388
184,152112,368,0.040925599525249344,0.5,0.9882044560943644
185,152978,370,0.07128956504863333,0.0,0.978562421185372
186,153780,372,0.07427434021406136,0.0,0.9796472184531886
187,154614,374,0.04098098871570351,0.0,0.9814323607427056
188,155416,376,0.10345081730143799,0.0,0.9769335142469471
189,156218,378,0.09331167966217874,0.0,0.9742547425474255
190,157036,380,0.09541688127447762,0.0,0.9814814814814815
191,157870,382,0.060301992985168265,0.0,0.9778357235984355
192,158720,384,0.09720079530301884,0.0,0.9689521345407504
193,159522,386,0.07027342058425244,0.0,0.978494623655914
194,160356,388,0.04303434964684467,0.0,0.9854111405835544
195,161174,390,0.058839945657784214,0.0,0.9838492597577388
196,162024,392,0.09169769297361723,0.0,0.9732142857142857
197,162858,394,0.03370571044835033,0.0,0.9894039735099338
198,163724,396,0.08392607630460303,0.0,0.9812734082397003
199,164558,398,0.07142907983228337,0.0,0.9804941482444733
200,165360,400,0.06908850002857578,0.0,0.9798927613941019
201,166178,402,0.05970932259264655,0.0,0.9771505376344086
202,167012,404,0.04527340336433957,0.0,0.9868073878627969
203,167814,406,0.04221607002751058,0.0,0.9878869448183042
204,168632,408,0.07265972486638934,0.0,0.9775725593667546
205,169450,410,0.04640358823694117,0.0,0.9838926174496644
206,170252,412,0.02842007521885545,0.0,0.9905020352781547
207,171086,414,0.019189976063709917,0.5,0.9973992197659298
208,171920,416,0.08238718079196766,0.0,0.9787234042553191
209,172738,418,0.0557000359855683,0.0,0.9839357429718876
210,173540,420,0.09118443104310962,0.0,0.9743243243243244
211,174358,422,0.09644749852451366,0.0,0.9759358288770054
212,175208,424,0.12422845046533797,0.0,0.9626288659793815
213,176010,426,0.07356130113315006,0.0,0.9822161422708618
214,176844,428,0.09625956989343101,0.0,0.9751958224543081
215,177678,430,0.10562593271628104,0.0,0.9708609271523179
216,178512,432,0.027988223971018265,0.0,0.9934036939313984
217,179330,434,0.04457592313273879,0.0,0.9880478087649402
218,180132,436,0.032215332498928814,0.0,0.991869918699187
219,180966,438,0.05718080761138475,0.0,0.9845360824742269
220,181800,440,0.041951433657298,0.0,0.9881266490765171
221,182618,442,0.0592803553098347,0.0,0.9852348993288591
222,183436,444,0.05706375838387734,0.0,0.982620320855615
223,184238,446,0.07930292653336127,0.0,0.9798387096774194
224,185056,448,0.09301636015148773,0.0,0.976
225,185906,450,0.11767457684488217,0.0,0.970550576184379
226,186756,452,0.12251844748487642,0.0,0.9702457956015524
227,187558,454,0.01992922165244363,0.0,0.9918588873812755
228,188408,456,0.0707116601752302,0.0,0.9763469119579501
229,189242,458,0.073212178968915,0.0,0.9830508474576272
230,190060,460,0.0833754617298436,0.0,0.978523489932886
231,190894,462,0.07682689713382097,0.0,0.976158940397351
232,191696,464,0.023114077749449905,0.0,0.9905149051490515
233,192514,466,0.055103145191662914,0.5,0.9852941176470589
234,193300,468,0.05077183271939977,0.0,0.9875173370319001
235,194118,470,0.051946845415379965,0.0,0.9815059445178336
236,195000,472,0.14024528692042906,0.0,0.9608091024020228
237,195850,474,0.059865465068544184,0.0,0.9803921568627451
238,196652,476,0.057597868544109844,0.0,0.9878542510121457
239,197534,478,0.0944385420362103,0.0,0.9671302149178256
240,198352,480,0.04907417081125604,0.0,0.9866131191432396
241,199154,482,0.06807139867907706,0.0,0.981029810298103
242,199956,484,0.014665026243366786,0.0,0.9932249322493225
243,200790,486,0.06347752545464166,0.0,0.9830949284785435
244,201624,488,0.10136287944215178,0.0,0.9762532981530343
245,202458,490,0.05942812174362337,0.0,0.9814814814814815
246,203276,492,0.10656471528820251,0.0,0.9746328437917223
247,204142,494,0.06294335048472152,0.0,0.98046875
248,205040,496,0.09969892294020366,0.0,0.9711779448621554
249,205874,498,0.113837893892365,0.0,0.9696569920844327
250,206708,500,0.02495199378012399,0.0,0.9893899204244032
251,207526,502,0.05033345627151215,0.0,0.9825503355704698
252,208360,504,0.07711136225339409,0.0,0.9790575916230366
253,209178,506,0.03959525335533774,0.0,0.9865410497981157
254,209980,508,0.050312547365994754,0.0,0.9864314789687924
255,210830,510,0.04408975336816397,0.0,0.9830508474576272
256,211680,512,0.09735948333789,0.0,0.9695817490494296
257,212482,514,0.010698130055434508,0.0,0.9946091644204852
258,213316,516,0.0753306505033876,0.0,0.9776315789473684
259,214166,518,0.08447431801181408,0.0,0.9753886010362695
260,215016,520,0.07708916177787406,0.0,0.979002624671916
261,215866,522,0.05792527294576511,0.0,0.974025974025974
262,216700,524,0.07341747777514604,0.0,0.9801587301587301
263,217550,526,0.14798396209125458,0.0,0.9647058823529412
264,218384,528,0.07526434524053517,0.0,0.9779507133592736
265,219186,530,0.0351525660212553,0.0,0.991869918699187
266,220020,532,0.025265914660251094,0.0,0.9934036939313984
267,220886,534,0.0982956184114524,0.0,0.9690322580645161
268,221736,536,0.08479464900047938,0.0,0.9703225806451613
269,222538,538,0.026719920327375943,0.0,0.9932249322493225
270,223372,540,0.0419465273540324,0.0,0.9854689564068693
271,224206,542,0.06681489620451415,0.0,0.981651376146789
272,225040,544,0.026032528447972107,0.0,0.9893899204244032
273,225842,546,0.051112235993474864,0.0,0.9877717391304348
274,226644,548,0.05672617144350897,0.0,0.9837618403247632
275,227462,550,0.10260654555898607,0.0,0.9703504043126685
276,228296,552,0.05940300474241437,0.0,0.9870967741935484
277,229130,554,0.07264905925959445,0.0,0.9787798408488063
278,229948,556,0.03556228761967541,0.0,0.9866844207723036
279,230782,558,0.1503786047719056,0.0,0.9653401797175867
280,231600,560,0.018743597562828944,0.0,0.9932885906040269
281,232386,562,0.016106105688738208,0.0,0.9931787175989086
282,233220,564,0.023803652267164185,0.0,0.9883570504527813
283,234070,566,0.08563068711721565,0.0,0.9744245524296675
284,234920,568,0.07446356229267782,0.0,0.9776902887139107
285,235770,570,0.10304618153305754,0.0,0.9779507133592736
286,236556,572,0.05782086115379643,0.0,0.9862637362637363
287,237406,574,0.08362914328649128,0.0,0.9745222929936306
288,238256,576,0.17558787384913183,0.0,0.9603580562659847
289,239058,578,0.07639890329473696,0.0,0.9796747967479674
290,239892,580,0.03653141922614977,0.5,0.9933510638297872
291,240726,582,0.06909666956215908,0.0,0.9749009247027741
292,241544,584,0.1260302622406596,0.0,0.9698162729658792
293,242378,586,0.07155083796248328,0.0,0.9826435246995995
294,243244,588,0.12577302230634255,0.0,0.966794380587484
295,244046,590,0.05994466527247523,0.0,0.9769021739130435
296,244912,592,0.066186020324481,0.0,0.979381443298969
297,245746,594,0.032656370336453536,0.0,0.9920318725099602
298,246580,596,0.07372433591551779,0.0,0.9815303430079155
299,247398,598,0.051875309197044875,0.0,0.9851951547779273
300,248232,600,0.040873351654341666,0.0,0.9881578947368421
301,249050,602,0.05443216466857861,0.0,0.9838492597577388
302,249884,604,0.13673861690632338,0.0,0.9615894039735099
303,250734,606,0.06916331571643553,0.0,0.9783989834815756
304,251552,608,0.11548770486806667,0.0,0.974496644295302
305,252386,610,0.08250590931052507,0.0,0.9776902887139107
306,253172,612,0.0454383926879986,0.0,0.9849521203830369
307,253990,614,0.06118546093799831,0.0,0.9799732977303071
308,254792,616,0.04981279129265098,0.0,0.9824086603518268
309,255594,618,0.07497610718701508,0.0,0.9783491204330176
310,256428,620,0.036446475324707774,0.0,0.9854111405835544
311,257278,622,0.08157807235836818,0.0,0.9688311688311688
312,258096,624,0.07517874844428732,0.0,0.9775429326287979
313,258898,626,0.08639219895634154,0.0,0.975609756097561
314,259732,628,0.08589747231417048,0.0,0.9788359788359788
315,260566,630,0.04353821393854933,0.0,0.9870633893919794
316,261400,632,0.05754884533916825,0.0,0.9782051282051282
317,262250,634,0.09350325596574818,0.0,0.9752604166666666
318,263052,636,0.06693830385420532,0.0,0.9824086603518268
319,263886,638,0.05965694097713955,0.0,0.9827586206896551
320,264672,640,0.024643984396637526,0.0,0.9931787175989086
321,265490,642,0.10085326883037653,0.0,0.9656084656084656
322,266292,644,0.07967507841028318,0.0,0.975443383356071
323,267110,646,0.11193275869693242,0.0,0.9680426098535286
324,267960,648,0.10876583480419545,0.0,0.9667093469910372
325,268810,650,0.04126859266322398,0.0,0.9842312746386334
326,269612,652,0.02843499145025125,0.0,0.9919354838709677
327,270462,654,0.025224651816452604,0.0,0.988296488946684
328,271280,656,0.08643167753370676,0.0,0.9799465240641712
329,272146,658,0.07978061679574894,0.0,0.9762202753441802
330,272996,660,0.03157091168705549,0.0,0.9842105263157894
331,273846,662,0.054879673775615104,0.0,0.9842931937172775
332,274696,664,0.07527863559085331,0.0,0.9782330345710627
333,275562,666,0.0498966742472905,0.0,0.9817708333333334
334,276380,668,0.06512620459601932,0.0,0.9853723404255319
335,277198,670,0.028279575843764917,0.0,0.9906291834002677
336,278032,672,0.09501204989107397,0.0,0.9709762532981531
337,278834,674,0.022936350319052768,0.5,0.9945578231292517
338,279636,676,0.0590909785285705,0.0,0.9838926174496644
339,280454,678,0.09923525551214077,0.0,0.975
340,281256,680,0.04095041520488667,0.0,0.9878213802435724
341,282106,682,0.08746129059720188,0.0,0.9719029374201787
342,282908,684,0.02486636296661991,0.0,0.9919028340080972
343,283742,686,0.08320486433448072,0.0,0.9788359788359788
344,284592,688,0.10186848409726397,0.0,0.9662337662337662
345,285426,690,0.1870937264210569,0.0,0.9212962962962963
346,286244,692,0.062030510836179185,0.0,0.9824797843665768
347,287046,694,0.052235283644035985,0.0,0.9825033647375505
348,287832,696,0.029696845245268732,0.0,0.9918144611186903
349,288682,698,0.10974161996482636,0.0,0.9713914174252276
350,289500,700,0.046827548449159366,0.0,0.9828722002635046
351,290334,702,0.07766788675998813,0.0,0.9788079470198675
352,291168,704,0.06996273244401488,0.0,0.9804177545691906
353,292002,706,0.05123256159552406,0.0,0.9819121447028424
354,292868,708,0.05509804108972095,0.0,0.983225806451613
355,293686,710,0.050099373832008624,0.0,0.984
356,294536,712,0.06809924144680367,0.0,0.9790575916230366
357,295370,714,0.040164533202143346,0.0,0.9830287206266318
358,296220,716,0.05727165215111542,0.0,0.9844155844155844
359,297086,718,0.10214118910777535,0.0,0.9739921976592978
360,297952,720,0.066272079815986,0.0,0.9779507133592736
361,298754,722,0.07489903605961751,0.0,0.9758713136729222
362,299588,724,0.019240820578325542,0.0,0.9907407407407407
363,300422,726,0.06000160677340916,0.0,0.9802890932982917
364,301240,728,0.06665164815345749,0.0,0.9787234042553191
365,302090,730,0.03012403005914031,0.0,0.9868247694334651
366,302892,732,0.03024005023060635,0.0,0.9906040268456375
367,303694,734,0.03754746433685689,0.0,0.9863760217983651
368,304512,736,0.06757225173845849,0.0,0.9825268817204301
369,305330,738,0.06988934987153289,0.0,0.9734748010610079
370,306164,740,0.10336760145912531,0.0,0.9775132275132276
371,306982,742,0.05468773172251885,0.0,0.979002624671916
372,307784,744,0.07822166373907588,0.0,0.9758389261744966
373,308586,746,0.0563657095921746,0.0,0.9851150202976996
374,309404,748,0.1452077511966899,0.0,0.966931216931217
375,310238,750,0.0861310201638724,0.0,0.9805950840879689
376,311040,752,0.012464287450594531,0.0,0.9959349593495935
377,311938,754,0.07532726557943517,0.0,0.972972972972973
378,312724,756,0.04019454365293576,0.0,0.9875862068965517
379,313558,758,0.10144137284972972,0.0,0.966931216931217
380,314392,760,0.017371577566217274,0.0,0.9946949602122016
381,315226,762,0.0535804746176033,0.0,0.9855263157894737
382,316060,764,0.042210438215707975,0.0,0.9855072463768116
383,316910,766,0.10193295600870804,0.0,0.9727626459143969
384,317744,768,0.04213351069790268,0.0,0.9868421052631579
385,318546,770,0.06826723064899647,0.0,0.9865591397849462
386,319380,772,0.06314500942345085,0.0,0.9788639365918098
387,320214,774,0.024631452297859926,0.5,0.9893617021276596
388,321032,776,0.061567578103764384,0.0,0.9799465240641712
389,321898,778,0.06312427838488419,0.0,0.9808184143222506
390,322716,780,0.04887550113382187,0.0,0.9852348993288591
391,323566,782,0.04466429444493931,0.0,0.9843953185955787
392,324352,784,0.02596625188883124,0.0,0.9877216916780355
393,325186,786,0.03466057663819896,0.0,0.9801849405548216
394,326020,788,0.09275875584932224,0.0,0.9780927835051546
395,326838,790,0.055341832489853644,0.0,0.9865591397849462
396,327736,792,0.058685631759315224,0.0,0.9825
397,328538,794,0.06856404870958366,0.0,0.9783491204330176
398,329356,796,0.03536714910392035,0.0,0.9882044560943644
399,330174,798,0.0387806323952505,0.0,0.9826666666666667
400,331040,800,0.04267899691383397,0.0,0.9844155844155844
401,331874,802,0.06144241260357798,0.0,0.9790575916230366
402,332692,804,0.023702307095095,0.0,0.9919463087248322
403,333494,806,0.017222386242811756,0.0,0.9932249322493225
404,334344,808,0.05832004084890829,0.0,0.9806201550387597
405,335162,810,0.047322380014549324,0.0,0.9827127659574468
406,335980,812,0.14299186741632092,0.0,0.9680426098535286
407,336782,814,0.0719398587141406,0.0,0.9824086603518268
408,337600,816,0.05101971080813499,0.0,0.9798657718120806
409,338402,818,0.056991203437608835,0.0,0.9836734693877551
410,339220,820,0.06378362044058197,0.0,0.9827357237715804
411,340054,822,0.04816407021795995,0.0,0.9828947368421053
412,340904,824,0.13590902035936198,0.0,0.9626288659793815
413,341770,826,0.054910045015142336,0.0,0.977922077922078
414,342636,828,0.10678023503668878,0.0,0.9709228824273072
415,343454,830,0.06506096670381223,0.0,0.982573726541555
416,344320,832,0.07742530134515622,0.0,0.9747793190416141
417,345138,834,0.035446678320433744,0.0,0.9839142091152815
418,345924,836,0.04809153688601431,0.0,0.9836512261580381
419,346726,838,0.010122728406754966,0.0,0.994579945799458
420,347592,840,0.05000101845698244,0.0,0.9833333333333333
421,348394,842,0.029559390362466728,0.0,0.983739837398374
422,349244,844,0.06521626970810411,0.0,0.9833333333333333
423,350078,846,0.08004231867928639,0.0,0.97265625
424,350928,848,0.10390709714209817,0.0,0.9695044472681067
425,351746,850,0.13309987243572183,0.0,0.973404255319149
426,352564,852,0.05608385675773829,0.0,0.9842726081258192
427,353446,854,0.049674925743481584,0.0,0.9832689832689833
428,354248,856,0.04024424068708492,0.0,0.9918478260869565
429,355098,858,0.056526066024308014,0.0,0.9872286079182631
430,355964,860,0.05104684853816584,0.0,0.9822109275730623
431,356782,862,0.07961988355471253,0.0,0.9772117962466488
432,357632,864,0.10284705286565843,0.0,0.9730077120822622
433,358450,866,0.07002824696940405,0.0,0.9800531914893617
434,359284,868,0.041268461209908465,0.0,0.9844961240310077
435,360134,870,0.07031907599434305,0.0,0.9784810126582278
436,360936,872,0.02833343693172775,0.0,0.9906040268456375
437,361754,874,0.034662608097506896,0.0,0.9919246298788694
438,362572,876,0.03242816576282686,0.0,0.9892904953145917
439,363406,878,0.025086085058955467,0.0,0.9894875164257556
440,364224,880,0.05046530060320581,0.0,0.9811827956989247
441,365010,882,0.06377883914426925,0.0,0.9794801641586868
442,365860,884,0.06806112868410932,0.0,0.9791395045632334
443,366662,886,0.05528294258100473,0.0,0.9851752021563343
444,367496,888,0.037396481953125275,0.0,0.9894179894179894
445,368314,890,0.022383111798540623,0.0,0.9919786096256684
446,369148,892,0.06105933975167564,0.0,0.9803149606299213
447,369950,894,0.037166372369854705,0.0,0.9905660377358491
448,370784,896,0.0451579799367775,0.0,0.9818652849740933
449,371618,898,0.09684544564490347,0.0,0.9724770642201835
450,372420,900,0.04326880062183898,0.0,0.9878378378378379
451,373286,902,0.09395657557854926,0.0,0.9745547073791349
452,374136,904,0.04716541154886692,0.0,0.9858611825192802
453,374954,906,0.07808556906500595,0.0,0.9774236387782205
454,375756,908,0.038148622095807015,0.0,0.9852150537634409
455,376590,910,0.07757130050961934,0.0,0.9696969696969697
456,377376,912,0.04945443491352003,0.0,0.9849726775956285
457,378194,914,0.04506138352336475,0.0,0.9854304635761589
458,379012,916,0.05428628756801218,0.0,0.9825503355704698
459,379814,918,0.03312408870833687,0.0,0.9850948509485095
460,380712,920,0.06962117894369453,0.0,0.9785082174462706
461,381546,922,0.07148001315101449,0.0,0.973753280839895
462,382396,924,0.04055519730214175,0.0,0.9846153846153847
463,383246,926,0.21327276679783963,0.0,0.9575835475578406
464,384096,928,0.05538214874035098,0.0,0.9817708333333334
465,384946,930,0.0963005484190109,0.0,0.972972972972973
466,385844,932,0.12976207587825414,0.0,0.9616858237547893
467,386678,934,0.04039055770929777,0.0,0.9856770833333334
468,387528,936,0.045747600256412016,0.0,0.9822335025380711
469,388394,938,0.05195024189493079,0.0,0.988621997471555
470,389196,940,0.04103179565255065,0.0,0.9850948509485095
471,390030,942,0.10391010993310079,0.0,0.9738903394255874
472,390880,944,0.09653353757358192,0.0,0.9742599742599742
473,391714,946,0.03588778663782656,0.0,0.9881889763779528
474,392532,948,0.06353064780856853,0.0,0.9838492597577388
475,393350,950,0.05689238966535801,0.0,0.9803149606299213
476,394168,952,0.08119994643540622,0.0,0.9760956175298805
477,394970,954,0.15770091000934935,0.0,0.9607046070460704
478,395756,956,0.06126889051846567,0.0,0.9835390946502057
479,396606,958,0.07689525201267215,0.0,0.9780077619663649
480,397440,960,0.0470708021072334,0.0,0.9866844207723036
481,398258,962,0.03810669048328996,0.0,0.986648865153538
482,399124,964,0.04320402902303844,0.0,0.9834605597964376
483,399942,966,0.02946236371981091,0.0,0.9919893190921228
